股票代码,股票名称,19年EPS,20年EPS,21年EPS,22年EPS,报告日期,研究机构,研究员,研报
sz002798,帝欧家居,1.49,1.83,2.22,2.66,2020-04-14,广发证券,赵中平/邹戈,摘要
sh600557,康缘药业,0.86,0.98,1.19,1.42,2020-04-14,兴业证券,黄翰漾/徐佳熹,摘要
sz300496,中科创达,0.59,0.81,1.09,1.43,2020-04-14,天风证券,,
sh600426,华鲁恒升,1.51,1.48,1.75,2.02,2020-04-14,上海证券,洪麟翔,摘要
sz002601,龙蟒佰利,1.29,1.48,1.81,2.07,2020-04-14,上海证券,洪麟翔,摘要
sz002353,杰瑞股份,1.42,1.79,2.18,2.61,2020-04-14,申港证券,夏纾雨,摘要
sz002001,新 和 成,--,1.45,1.75,--,2020-04-14,申港证券,曹承安,摘要
sh600346,恒力石化,--,2.18,2.73,--,2020-04-14,华泰证券,刘曦/庄汀洲,摘要
sz300138,晨光生物,--,0.5,0.62,--,2020-04-14,长城证券,刘鹏/苏剑晓,摘要
sh688086,紫晶存储,--,0.96,1.34,--,2020-04-14,东兴证券,王健辉/叶盛/陈晓博/魏宗,摘要
sh600741,华域汽车,2.05,1.9,2.1,2.30,2020-04-14,山西证券,张湃/李召麒,摘要
sh688388,嘉元科技,1.67,1.69,1.95,2.38,2020-04-14,国泰君安,徐云飞/刘华峰/胥本涛,摘要
sz300253,卫宁健康,0.25,0.31,0.48,0.66,2020-04-14,平安证券,陈苏/闫磊/付强,摘要
sz002429,兆驰股份,0.25,0.27,0.3,0.36,2020-04-14,西南证券,龚梦泓,摘要
sh603799,华友钴业,0.11,0.73,0.89,1.06,2020-04-14,国泰君安,,
sz300299,富春股份,--,0.18,0.3,--,2020-04-14,中信建投证券,秦基栗,摘要
sh600027,华电国际,0.29,0.37,0.42,0.38,2020-04-14,华创证券,庞天一,摘要
sh600380,健 康 元,0.46,0.52,0.61,0.72,2020-04-14,光大证券,林小伟/吴佳青,摘要
sz300010,立 思 辰,--,0.07,0.12,--,2020-04-14,世纪证券,顾静,摘要
sh603127,昭衍新药,1.11,1.57,2.08,2.61,2020-04-14,华西证券,崔文亮/徐顺利,摘要
sh600449,宁夏建材,1.61,2.41,2.53,2.57,2020-04-14,海通证券,杜市伟/申浩/冯晨阳/颜慧菁,摘要
sz002798,帝欧家居,1.49,1.81,2.26,2.75,2020-04-14,山西证券,杨晶晶,摘要
sz000738,航发控制,0.25,0.25,0.31,0.37,2020-04-14,华金证券,王轶铭,摘要
sh603127,昭衍新药,1.11,1.58,2.13,2.77,2020-04-14,西南证券,朱国广/杜向阳,摘要
sh600109,国金证券,0.43,0.49,0.55,0.60,2020-04-14,东北证券,王凤华,摘要
sh603839,安正时尚,0.76,0.86,1.02,1.19,2020-04-14,长城证券,黄淑妍/张家璇,摘要
sz300595,欧普康视,0.77,1.04,1.49,2.13,2020-04-14,万联证券,姚文/王政眸,摘要
sz000938,紫光股份,--,1.0,1.26,--,2020-04-14,中信建投证券,阎贵成/武超则,摘要
sh600809,山西汾酒,--,2.76,3.43,--,2020-04-14,开源证券,张宇光,摘要
sz300192,科斯伍德,--,0.69,0.83,--,2020-04-14,世纪证券,顾静,摘要
sh600138,中 青 旅,0.78,0.42,0.8,0.87,2020-04-14,华创证券,王薇娜/胡琼方,摘要
sz300595,欧普康视,0.77,1.0,1.33,1.73,2020-04-14,国泰君安,丁丹/于嘉轩,摘要
sz000651,格力电器,--,4.37,4.79,--,2020-04-14,海通证券,陈子仪/刘璐/朱默辰/李阳,摘要
sh603290,斯达半导,1.13,1.12,1.56,2.17,2020-04-14,长江证券,邬博华/莫文宇/马军,摘要
sh603180,金牌厨柜,3.66,3.96,4.57,5.27,2020-04-14,国泰君安,穆方舟/林昕宇/张心怡,摘要
sz300036,超图软件,0.49,0.63,0.76,1.00,2020-04-14,中信证券,杨泽原/顾海波/刘雯蜀,摘要
sh601636,旗滨集团,0.52,0.53,0.67,0.80,2020-04-14,国泰君安,鲍雁辛/赵晨阳,摘要
sh603839,安正时尚,0.76,0.85,1.09,1.28,2020-04-14,国泰君安,郝帅/方榕佳/丁凡,摘要
sz300059,东方财富,0.28,0.37,0.51,0.67,2020-04-14,中信证券,杨泽原/刘雯蜀,摘要
sz002798,帝欧家居,1.49,1.83,2.24,2.62,2020-04-14,华泰证券,陈羽锋/倪娇娇/鲍荣富/张雪蓉/方晏荷,摘要
sz000157,中联重科,0.58,0.73,0.87,1.01,2020-04-14,中银国际,杨绍辉,摘要
sz000651,格力电器,--,4.32,4.87,--,2020-04-14,招商证券,隋思誉,摘要
sz000629,攀钢钒钛,0.17,0.1,0.1,0.10,2020-04-14,国金证券,,
sh600919,江苏银行,1.18,1.37,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh603323,苏农银行,--,0.56,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sz002839,张家港行,--,0.58,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh600908,无锡银行,0.68,0.75,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601818,光大银行,0.68,0.77,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601288,农业银行,0.59,0.63,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601939,建设银行,1.05,1.11,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601169,北京银行,--,1.1,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601009,南京银行,--,1.67,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sz002142,宁波银行,--,3.03,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601328,交通银行,1.00,1.06,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601998,中信银行,0.95,1.02,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601166,兴业银行,--,3.45,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601398,工商银行,0.86,0.89,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh601988,中国银行,0.61,0.64,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh600036,招商银行,3.62,4.18,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh600016,民生银行,1.22,1.3,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh600015,华夏银行,--,1.51,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sz000001,平安银行,1.54,1.62,--,--,2020-04-13,国泰君安,袁梓芳/郭昶皓,摘要
sh600438,通威股份,--,0.76,--,--,2020-04-13,西南证券,谭菁/陈瑶,摘要
sh601211,国泰君安,0.90,1.17,1.36,--,2020-04-13,天风证券,罗钻辉/夏昌盛,摘要
sh601688,华泰证券,1.04,1.08,1.22,--,2020-04-13,天风证券,罗钻辉/夏昌盛,摘要
sh600999,招商证券,0.97,1.1,1.26,--,2020-04-13,天风证券,罗钻辉/夏昌盛,摘要
sh600030,中信证券,1.01,1.16,1.35,--,2020-04-13,天风证券,罗钻辉/夏昌盛,摘要
sz001979,招商蛇口,--,2.47,--,--,2020-04-13,中金公司,张宇,摘要
sz002244,滨江集团,--,0.62,--,--,2020-04-13,中金公司,张宇,摘要
sz002146,荣盛发展,2.10,2.43,--,--,2020-04-13,中金公司,张宇,摘要
sh600048,保利地产,--,2.65,--,--,2020-04-13,中金公司,张宇,摘要
sh600823,世茂股份,0.65,0.73,--,--,2020-04-13,中金公司,张宇,摘要
sh600743,华远地产,--,0.36,--,--,2020-04-13,中金公司,张宇,摘要
sh600675,中华企业,--,0.52,--,--,2020-04-13,中金公司,张宇,摘要
sh600663,陆 家 嘴,0.91,0.9,--,--,2020-04-13,中金公司,张宇,摘要
sh600383,金地集团,--,2.59,--,--,2020-04-13,中金公司,张宇,摘要
sh600376,首开股份,--,1.57,--,--,2020-04-13,中金公司,张宇,摘要
sh600340,华夏幸福,--,6.14,--,--,2020-04-13,中金公司,张宇,摘要
sh600325,华发股份,--,1.7,--,--,2020-04-13,中金公司,张宇,摘要
sh600266,城建发展,0.98,1.3,--,--,2020-04-13,中金公司,张宇,摘要
sh600064,南京高科,--,1.25,--,--,2020-04-13,中金公司,张宇,摘要
sh600007,中国国贸,--,0.84,--,--,2020-04-13,中金公司,张宇,摘要
sz000961,中南建设,--,1.86,--,--,2020-04-13,中金公司,张宇,摘要
sz000671,阳 光 城,--,1.57,--,--,2020-04-13,中金公司,张宇,摘要
sz000402,金 融 街,--,1.27,--,--,2020-04-13,中金公司,张宇,摘要
sz000069,华侨城Ａ,--,1.83,--,--,2020-04-13,中金公司,张宇,摘要
sz000002,万 科Ａ,3.47,3.85,--,--,2020-04-13,中金公司,张宇,摘要
sh600600,青岛啤酒,1.37,1.41,--,--,2020-04-13,国泰君安,区少萍/方勇/王鹏,摘要
sh600600,青岛啤酒,1.37,1.44,--,--,2020-04-13,中邮证券,程毅敏/高贺,摘要
sh600600,青岛啤酒,1.37,1.61,1.69,--,2020-04-13,国泰君安,訾猛/方勇,摘要
sh600600,青岛啤酒,1.37,1.59,1.92,--,2020-04-13,华创证券,方振/董广阳,摘要
sh600600,青岛啤酒,1.37,1.54,--,--,2020-04-13,东北证券,李强/齐欢,摘要
sh600600,青岛啤酒,1.37,1.7,2.13,--,2020-04-13,东北证券,李强/齐欢,摘要
sh600600,青岛啤酒,1.37,1.56,1.88,--,2020-04-13,东方证券,叶书怀,摘要
sh600600,青岛啤酒,1.37,1.78,2.41,--,2020-04-13,中信建投证券,安雅泽/吕睿竞,摘要
sh600600,青岛啤酒,1.37,1.7,1.97,--,2020-04-13,海通证券,闻宏伟/唐宇/成珊,摘要
sh600600,青岛啤酒,1.37,1.61,1.69,--,2020-04-13,国泰君安,訾猛/方勇,摘要
sh600600,青岛啤酒,1.37,1.43,--,--,2020-04-13,中金公司,邢庭志,摘要
sh600600,青岛啤酒,1.37,1.76,2.11,--,2020-04-13,中泰证券,范劲松/熊欣慰/龚小乐,摘要
sh600600,青岛啤酒,1.37,1.76,2.11,--,2020-04-13,中泰证券,范劲松/熊欣慰/龚小乐,摘要
sh600600,青岛啤酒,1.37,1.34,1.40,--,2020-04-13,中金公司,邢庭志,摘要
sh600600,青岛啤酒,1.37,1.35,1.59,--,2020-04-13,招商证券,杨勇胜/欧阳予,摘要
sh600600,青岛啤酒,1.37,1.42,1.52,--,2020-04-13,中金公司,邢庭志,摘要
sh600600,青岛啤酒,1.37,1.7,2.05,--,2020-04-13,长江证券,董思远/张伟欣,摘要
sh600600,青岛啤酒,1.37,1.56,1.85,--,2020-04-13,首创证券,张炬华,摘要
sh600600,青岛啤酒,1.37,1.7,2.13,--,2020-04-13,东北证券,李强/齐欢,摘要
sh600600,青岛啤酒,1.37,1.53,1.85,--,2020-04-13,国盛证券,,
sh600600,青岛啤酒,1.37,1.44,1.74,--,2020-04-13,广发证券,王永锋/王文丹,摘要
sh600600,青岛啤酒,1.37,1.39,1.56,1.78,2020-04-13,华金证券,陈振志,摘要
sh600600,青岛啤酒,1.37,1.39,1.61,--,2020-04-13,东莞证券,黄秀瑜,摘要
sh600600,青岛啤酒,1.37,1.53,1.76,--,2020-04-13,光大证券,,
sz002798,帝欧家居,1.49,1.85,2.28,2.69,2020-04-13,西南证券,蔡欣,摘要
sz000651,格力电器,--,5.02,5.61,--,2020-04-13,西南证券,龚梦泓,摘要
sz300416,苏试试验,0.65,0.98,1.26,1.68,2020-04-13,天风证券,李鲁靖/邹润芳/陈俊杰,摘要
sz002001,新 和 成,--,1.7,1.96,--,2020-04-13,粤开证券,于庭泽,摘要
sh600880,博瑞传播,0.06,0.07,0.07,0.08,2020-04-13,渤海证券,姚磊,摘要
sz002340,格 林 美,--,0.23,0.33,--,2020-04-13,中金公司,蒋昕昊/刘俊,摘要
sz002916,深南电路,3.66,5.05,6.32,7.64,2020-04-13,民生证券,王芳/胡独巍,摘要
sz002292,奥飞娱乐,0.09,0.11,0.18,0.26,2020-04-13,新时代证券,胡皓,摘要
sz002850,科 达 利,1.13,1.65,2.29,3.47,2020-04-13,国海证券,谭倩/傅鸿浩,摘要
sh688015,交控科技,0.93,1.22,1.74,2.25,2020-04-13,国盛证券,姚健/彭元立,摘要
sz002206,海 利 得,0.28,0.3,0.39,0.49,2020-04-13,中泰证券,谢楠/张倩,摘要
sh603365,水星家纺,1.19,1.26,1.46,1.65,2020-04-13,中泰证券,王雨丝/曾令仪,摘要
sz300078,思创医惠,--,0.35,0.51,--,2020-04-13,中泰证券,闻学臣/何柄谕,摘要
sh601958,金钼股份,0.18,0.14,0.18,--,2020-04-13,中金公司,詹奥博/陈彦,摘要
sz300572,安车检测,--,1.43,2.07,--,2020-04-13,国海证券,谭倩/赵越,摘要
sh600380,健 康 元,0.46,0.5,0.63,0.77,2020-04-13,国泰君安,丁丹,摘要
sh601200,上海环境,0.67,0.64,0.82,0.84,2020-04-13,长江证券,徐科/罗松/任楠,摘要
sz000651,格力电器,--,4.37,5.57,--,2020-04-13,中金公司,何伟,摘要
sz300122,智飞生物,--,2.16,2.84,--,2020-04-13,华西证券,崔文亮/周平/蔡承霖,摘要
sz000651,格力电器,--,4.5,5.01,--,2020-04-13,光大证券,金星/甘骏/王奇琪/王彦玮,摘要
sh603127,昭衍新药,1.11,1.2,1.71,2.26,2020-04-13,国元证券,常启辉,摘要
sz300015,爱尔眼科,--,0.48,0.71,--,2020-04-13,方正证券,周小刚/张一弛,摘要
sz300059,东方财富,0.28,0.47,0.61,0.78,2020-04-13,天风证券,文浩/张爽,摘要
sh601238,广汽集团,0.65,0.73,0.99,1.22,2020-04-13,东吴证券,黄细里,摘要
sh688363,华熙生物,--,1.6,2.06,--,2020-04-13,华泰证券,,
sz002001,新 和 成,--,1.79,2.15,--,2020-04-13,广发证券,郭敏/吴鑫然,摘要
sh603533,掌阅科技,0.40,0.71,1.01,1.37,2020-04-13,广发证券,旷实/朱可夫/徐呈隽,摘要
sz300595,欧普康视,0.77,0.99,1.32,1.72,2020-04-13,方正证券,周小刚/张一弛,摘要
sz000651,格力电器,--,5.14,5.7,--,2020-04-13,天风证券,蔡雯娟,摘要
sz002434,万 里 扬,--,0.44,0.64,--,2020-04-13,东吴证券,黄细里,摘要
sz300244,迪安诊断,0.56,0.84,1.03,1.26,2020-04-13,太平洋证券,杜佐远/蔡明子,摘要
sh603501,韦尔股份,0.76,2.33,3.12,4.29,2020-04-13,太平洋证券,王凌涛,摘要
sh603127,昭衍新药,1.11,1.58,2.14,2.90,2020-04-13,民生证券,孙建/郭双喜,摘要
sh603305,旭升股份,0.52,0.63,0.82,1.09,2020-04-13,东兴证券,郑丹丹/李远山/张阳,摘要
sz300258,精锻科技,--,0.59,0.82,--,2020-04-13,华创证券,张程航,摘要
sz300595,欧普康视,0.77,0.91,1.15,1.44,2020-04-13,国金证券,曾秋林,摘要
sz002258,利尔化学,0.59,0.85,1.07,1.45,2020-04-13,国金证券,蒲强,摘要
sh600741,华域汽车,2.05,1.62,1.9,2.14,2020-04-13,东兴证券,陆洲/刘一鸣/张觉尹,摘要
sh600008,首创股份,0.17,0.2,0.24,0.29,2020-04-13,招商证券,朱纯阳/张晨/宋盈盈,摘要
sh603180,金牌厨柜,3.66,4.21,4.87,5.71,2020-04-13,招商证券,郑恺/李宏鹏/吴昊,摘要
sz000671,阳 光 城,--,1.0,1.35,1.76,2020-04-13,兴业证券,阎常铭/郭毅/徐鸥鹭/靳璐瑜,摘要
sz002258,利尔化学,0.59,0.84,1.04,1.26,2020-04-13,浙商证券,陈煜/范飞,摘要
sz002459,晶澳科技,1.27,1.12,1.3,1.53,2020-04-13,国盛证券,王磊/杨润思,摘要
sz300416,苏试试验,0.65,0.83,1.09,1.36,2020-04-13,华泰证券,王宗超/何亮,摘要
sz300662,科锐国际,--,0.97,1.24,--,2020-04-13,华泰证券,孙丹阳/梅昕,摘要
sh601636,旗滨集团,0.52,0.55,0.67,0.77,2020-04-13,华泰证券,方晏荷/鲍荣富/张雪蓉,摘要
sz000738,航发控制,0.25,0.28,0.32,0.39,2020-04-13,兴业证券,石康/李博彦,摘要
sz300696,爱 乐 达,--,1.04,1.66,--,2020-04-13,兴业证券,石康,摘要
sh688166,博瑞医药,0.30,0.42,0.64,0.96,2020-04-13,兴业证券,徐佳熹/孙媛媛,摘要
sh601958,金钼股份,0.18,0.2,0.27,0.32,2020-04-13,广发证券,巨国贤/宫帅,摘要
sh601238,广汽集团,0.65,0.87,1.03,1.11,2020-04-13,华泰证券,林志轩/刘千琳,摘要
sz002353,杰瑞股份,1.42,1.88,2.27,2.58,2020-04-13,广发证券,刘芷君/罗立波/王珂,摘要
sh603501,韦尔股份,0.76,2.84,4.03,5.36,2020-04-13,广发证券,许兴军/王亮/余高,摘要
sz002429,兆驰股份,0.25,0.27,0.29,0.31,2020-04-13,华泰证券,林寰宇/王森泉,摘要
sh603885,吉祥航空,0.54,-0.12,0.75,0.86,2020-04-13,浙商证券,姜楠,摘要
sh600556,ST 慧 球,0.19,0.24,0.38,0.58,2020-04-13,天风证券,刘章明,摘要
sh600997,开滦股份,0.72,0.51,0.63,0.76,2020-04-13,中泰证券,李俊松/陈晨/王瀚,摘要
sh600063,皖维高新,0.20,0.18,0.32,0.41,2020-04-13,华金证券,谭志勇/王洁婷,摘要
sh600919,江苏银行,1.18,1.31,1.44,--,2020-04-13,中泰证券,戴志锋/邓美君/贾靖,摘要
sz000975,银泰黄金,0.44,0.64,0.75,0.85,2020-04-13,中信建投证券,赵鑫/胡英粲/李木森,摘要
sh600741,华域汽车,2.05,1.93,2.22,2.41,2020-04-13,海通证券,杜威/王猛,摘要
sz300623,捷捷微电,--,0.82,1.1,--,2020-04-13,中泰证券,刘翔/刘尚,摘要
sz300630,普利制药,--,1.83,2.74,--,2020-04-13,长江证券,高岳,摘要
sh601958,金钼股份,0.18,0.19,0.22,0.27,2020-04-13,中信建投证券,赵鑫/胡英粲/李木森,摘要
sh600380,健 康 元,0.46,0.57,0.7,0.86,2020-04-13,川财证券,周豫,摘要
sh603501,韦尔股份,0.76,2.36,3.13,4.01,2020-04-13,光大证券,刘凯,摘要
sh603799,华友钴业,0.11,0.5,0.8,1.31,2020-04-13,长江证券,王鹤涛/王筱茜,摘要
sh601009,南京银行,--,1.65,1.94,--,2020-04-13,长江证券,王一川,摘要
sz002311,海大集团,--,1.45,2.02,--,2020-04-13,国泰君安,钟凯锋/李晓渊/鲁家瑞,摘要
sz000876,新 希 望,1.22,3.62,4.03,4.21,2020-04-13,国泰君安,钟凯锋/鲁家瑞/李晓渊,摘要
sh688116,天奈科技,--,0.69,0.91,--,2020-04-13,国泰君安,徐云飞/李明刚/胥本涛,摘要
sz300628,亿联网络,2.07,2.86,3.72,--,2020-04-13,国泰君安,程硕/马天诣,摘要
sz300433,蓝思科技,--,0.92,1.19,--,2020-04-13,长江证券,莫文宇/谢尔曼,摘要
sh603885,吉祥航空,0.54,0.04,0.72,0.87,2020-04-13,光大证券,程新星,摘要
sh600380,健 康 元,0.46,0.54,0.64,0.76,2020-04-13,国盛证券,张金洋/胡偌碧/应沁心,摘要
sz300590,移为通信,--,1.26,1.64,--,2020-04-13,国元证券,常启辉,摘要
sh603026,石大胜华,1.52,1.68,1.82,1.87,2020-04-13,光大证券,赵启超/吴裕/裘孝锋,摘要
sz300624,万兴科技,--,1.67,2.18,--,2020-04-13,国盛证券,刘高畅/宋嘉吉/杨烨,摘要
sz002202,金风科技,0.51,0.93,1.02,1.09,2020-04-13,天风证券,王纪斌/马妍,摘要
sh600987,航民股份,0.68,0.6,0.66,0.72,2020-04-13,光大证券,李婕/汲肖飞,摘要
sh601238,广汽集团,0.65,0.72,0.87,1.08,2020-04-13,兴业证券,戴畅/赵季新,摘要
sz002001,新 和 成,--,1.73,1.86,--,2020-04-13,太平洋证券,柳强,摘要
sz002648,卫星石化,1.20,1.33,2.16,2.87,2020-04-13,申港证券,曹旭特/刘少卿,摘要
sz002449,国星光电,0.66,0.9,1.13,1.34,2020-04-13,国泰君安,王聪/冯定成,摘要
sz300124,汇川技术,--,0.8,0.99,--,2020-04-13,国泰君安,徐云飞/石岩/胥本涛,摘要
sz002643,万润股份,--,0.61,0.76,--,2020-04-13,光大证券,吴裕/裘孝锋,摘要
sz300059,东方财富,0.28,0.4,0.52,0.65,2020-04-13,中泰证券,闻学臣/何柄谕,摘要
sz300122,智飞生物,--,2.19,2.67,--,2020-04-13,中金公司,邹朋,摘要
sh601636,旗滨集团,0.52,0.56,0.62,0.64,2020-04-13,兴业证券,李华丰/陈晨,摘要
sz300677,英科医疗,--,1.85,2.49,--,2020-04-13,申万宏源研究,任慕华,摘要
sh600031,三一重工,--,1.47,1.56,--,2020-04-13,申万宏源研究,韩强/李蕾/刘建伟,摘要
sz000400,许继电气,0.42,0.65,0.85,1.02,2020-04-13,海通证券,房青/张一弛,摘要
sh603799,华友钴业,0.11,0.43,1.64,2.11,2020-04-13,财通证券,李帅华,摘要
sz002916,深南电路,3.66,4.78,6.12,7.59,2020-04-13,太平洋证券,王凌涛/沈钱,摘要
sz002648,卫星石化,1.20,1.27,2.22,2.92,2020-04-13,中信建投证券,邓胜/郑勇,摘要
sz000878,云南铜业,0.39,0.53,0.6,0.69,2020-04-13,中原证券,周建华,摘要
sh600138,中 青 旅,0.78,0.27,1.03,1.21,2020-04-13,山西证券,刘小勇/张晓霖,摘要
sh603617,君禾股份,0.53,0.46,0.54,0.62,2020-04-13,华安证券,尹沿技,摘要
sh600728,佳都科技,0.42,0.15,0.34,0.47,2020-04-13,长城证券,周伟佳/李雪薇/封谊敏,摘要
sz300760,迈瑞医疗,3.85,4.62,5.58,6.72,2020-04-13,长城证券,赵浩然/谭竞杰/谢欣洳,摘要
sh603501,韦尔股份,0.76,2.32,3.07,3.81,2020-04-13,新时代证券,吴吉森,摘要
sz300476,胜宏科技,--,0.64,0.74,--,2020-04-13,申万宏源研究,骆思远/杨海燕,摘要
sz300773,拉 卡 拉,2.09,3.18,3.97,4.63,2020-04-13,申万宏源研究,刘洋/刘畅,摘要
sz300497,富祥股份,1.14,1.4,1.68,1.85,2020-04-13,东北证券,崔洁铭/樊翔宇,摘要
sh600985,淮北矿业,1.68,1.38,1.44,1.59,2020-04-13,中信证券,祖国鹏,摘要
sz300059,东方财富,0.28,0.44,0.58,0.74,2020-04-13,招商证券,刘雨辰/郑积沙/顾佳,摘要
sh603180,金牌厨柜,3.66,4.28,5.24,6.30,2020-04-13,华创证券,郭庆龙/陈梦,摘要
sz002916,深南电路,3.66,5.01,6.49,7.99,2020-04-13,光大证券,刘凯,摘要
sh601636,旗滨集团,0.52,0.57,0.68,0.79,2020-04-13,粤开证券,刘萍,摘要
sz002271,东方雨虹,--,1.8,2.24,--,2020-04-13,东方证券,黄骥,摘要
sz002036,联创电子,--,0.61,0.91,--,2020-04-13,东方证券,蒯剑/马天翼,摘要
sh603444,吉 比 特,11.28,14.11,16.76,18.58,2020-04-13,东兴证券,石伟晶/辛迪,摘要
sz300133,华策影视,--,0.35,0.4,--,2020-04-13,天风证券,文浩/张爽,摘要
sz300676,华大基因,--,1.18,1.09,--,2020-04-13,中信证券,田加强/孙晓晖,摘要
sz000059,华锦股份,0.62,0.88,0.93,0.94,2020-04-13,天风证券,张樨樨/贾广博/刘子栋,摘要
sz300677,英科医疗,--,2.05,2.78,--,2020-04-13,太平洋证券,杜佐远/苑建,摘要
sz002100,天康生物,--,2.31,1.5,--,2020-04-13,银河证券,谢芝优,摘要
sz300724,捷佳伟创,--,1.79,2.36,--,2020-04-13,西南证券,倪正洋/丁逸朦,摘要
sz300773,拉 卡 拉,2.09,2.1,2.89,3.28,2020-04-13,西南证券,朱芸/刘忠腾/朱松,摘要
sh600079,人福医药,--,0.7,0.93,--,2020-04-13,太平洋证券,杜佐远/苑建,摘要
sh603939,益丰药房,1.44,1.85,2.38,3.04,2020-04-13,广发证券,罗佳荣/孙辰阳,摘要
sz300755,华致酒行,--,0.92,1.2,--,2020-04-13,天风证券,刘章明,摘要
sz300616,尚品宅配,--,3.0,3.41,--,2020-04-13,东吴证券,史凡可/马莉/傅嘉成,摘要
sz002821,凯 莱 英,2.42,3.13,4.08,5.30,2020-04-13,上海证券,,
sz300792,壹网壹创,--,4.23,6.79,--,2020-04-13,天风证券,刘章明/文浩,摘要
sz000301,东方盛虹,0.40,0.37,0.33,1.03,2020-04-13,中信建投证券,邓胜/郑勇,摘要
sh603666,亿 嘉 和,--,4.08,5.19,--,2020-04-13,西部证券,雒雅梅,摘要
